neighborhood,property_type,bedrooms,bathrooms,size_sqft,age_years,distance_to_cbd_km,has_parking,has_garden,has_pool,gated_community,security_score,price_kes
Athi River,Apartment,2,1,735,19,25.2,1,0,0,0,5,2731000.0
Loresho,Apartment,2,2,809,21,14.6,1,0,0,1,1,12095000.0
Ngong Road,Maisonette,2,2,1283,6,7.2,0,0,0,1,5,15472000.0
Kasarani,Bungalow,4,4,1607,4,20.5,1,1,0,1,2,9500000.0
Umoja,Villa,4,3,2013,28,19.1,1,0,0,0,5,10437000.0
Rongai,Apartment,4,3,1243,23,19.6,0,0,0,1,2,5895000.0
South C,Apartment,3,3,1013,20,10.5,1,0,0,1,1,8544000.0
South B,Apartment,2,1,709,10,14.2,1,0,0,1,5,6821000.0
Spring Valley,Villa,3,2,1269,20,4.1,1,1,0,0,2,23684000.0
Athi River,Townhouse,2,1,756,5,30.1,0,0,0,0,3,3276000.0
Kileleshwa,Apartment,3,2,970,27,16.3,1,0,0,0,5,13642000.0
Kikuyu,Villa,1,1,884,6,19.3,1,1,0,1,1,4914000.0
Nyayo Estate,Apartment,2,2,826,18,18.2,0,0,0,1,2,6728000.0
Upperhill,Apartment,2,1,879,1,7.1,1,0,1,1,3,16468000.0
Westlands,Apartment,4,4,954,0,5.0,1,0,1,1,3,21098000.0
South B,Maisonette,3,3,1163,1,10.5,1,0,0,1,3,14304000.0
Kitisuru,Villa,3,3,1552,2,2.0,1,1,0,1,3,35944000.0
Ruiru,Townhouse,5,4,1622,1,23.9,0,0,0,1,3,8207000.0
Umoja,Townhouse,3,2,1166,6,17.9,1,0,0,1,4,7774000.0
Kileleshwa,Apartment,4,4,1571,6,0.5,1,0,0,1,4,30488000.0
Kasarani,Apartment,3,3,1188,18,28.1,0,0,0,1,2,5842000.0
Upperhill,Maisonette,4,3,1668,20,7.0,1,0,1,1,2,27284000.0
Karen,Villa,4,3,2002,17,7.3,0,1,1,1,3,49447000.0
Ruaka,Townhouse,6,6,2243,2,17.1,1,0,0,0,2,17424000.0
Kikuyu,Apartment,2,2,780,29,19.1,0,0,0,1,2,3660000.0
Spring Valley,Apartment,4,4,1536,2,6.1,0,0,0,0,1,28244000.0
Kileleshwa,Apartment,2,1,621,14,12.1,1,0,0,1,2,7972000.0
Kilimani,Apartment,2,2,1006,12,0.5,0,0,0,0,1,15227000.0
Thika Road,Apartment,3,3,1293,3,19.0,1,0,0,1,5,9050000.0
Kasarani,Villa,3,2,1455,8,31.3,1,1,0,1,4,7501000.0
Kitisuru,Apartment,4,4,1525,7,0.5,1,0,0,1,5,40007000.0
Kasarani,Apartment,3,3,1214,2,27.1,1,0,0,0,2,6713000.0
Nyayo Estate,Bungalow,3,3,1459,0,7.3,1,1,0,1,4,16850000.0
Dagoretti,Apartment,2,2,718,20,15.1,1,0,0,1,5,5065000.0
Donholm,Bungalow,1,1,821,8,14.4,0,0,0,0,1,4825000.0
Ruaka,Apartment,4,4,1444,29,17.8,1,0,0,1,1,10730000.0
Ruaka,Apartment,3,2,952,9,14.5,1,0,0,1,2,7498000.0
Rongai,Maisonette,4,3,1739,23,20.1,1,0,0,1,4,7782000.0
Kitisuru,Townhouse,4,4,1662,9,4.6,1,0,1,1,3,33944000.0
South B,Apartment,5,5,1538,14,12.3,1,0,0,1,1,12429000.0
Kitisuru,Townhouse,1,1,566,4,0.5,1,0,0,0,2,13165000.0
Runda,Apartment,3,3,1060,29,13.9,1,0,0,0,2,22479000.0
Kikuyu,Villa,2,2,1138,6,16.2,1,1,0,0,3,6491000.0
Ruiru,Maisonette,1,1,577,22,24.3,1,1,0,1,2,2655000.0
Kasarani,Apartment,4,4,1255,19,28.6,1,0,0,0,4,6608000.0
Loresho,Apartment,4,3,1264,4,0.6,1,0,0,1,2,18832000.0
Dagoretti,Maisonette,3,2,1148,1,13.8,1,0,0,1,4,10562000.0
Karen,Bungalow,5,4,2434,11,4.3,1,1,0,0,5,56565000.0
Donholm,Apartment,3,3,1203,3,19.3,1,0,0,1,1,9751000.0
Kahawa,Apartment,4,3,1397,23,34.9,1,0,0,1,1,5462000.0
Ngong Road,Apartment,3,2,816,15,13.5,1,0,0,1,2,8037000.0
South B,Townhouse,5,5,1514,15,14.9,1,0,0,0,2,12236000.0
Roysambu,Maisonette,4,4,1344,19,23.3,1,0,0,1,3,8915000.0
Muthaiga,Apartment,2,2,962,18,11.3,1,0,0,0,2,18949000.0
Loresho,Bungalow,2,2,896,14,4.9,1,0,0,1,2,13518000.0
Rongai,Townhouse,3,2,1164,28,24.4,1,0,0,0,4,5891000.0
Umoja,Apartment,3,2,1363,29,21.9,0,0,0,0,2,6276000.0
Nyayo Estate,Apartment,2,2,815,9,13.9,1,0,0,1,5,7380000.0
Embakasi,Villa,3,2,1240,12,28.6,1,0,0,0,1,6840000.0
Spring Valley,Townhouse,3,3,995,12,13.4,1,0,0,0,5,19273000.0
Kikuyu,Villa,2,2,1176,24,18.8,1,0,0,1,4,5792000.0
Kahawa,Villa,2,1,1016,4,29.3,1,1,0,0,5,5112000.0
Karen,Maisonette,3,2,1157,14,6.2,0,1,0,1,3,24385000.0
Upperhill,Apartment,3,3,1073,20,13.3,1,0,0,1,3,16454000.0
Rongai,Townhouse,2,2,803,17,20.4,0,0,0,0,4,4037000.0
Muthaiga,Apartment,3,2,1413,7,17.6,1,0,1,0,3,36362000.0
Rongai,Apartment,4,3,1326,0,23.1,0,0,0,0,1,7723000.0
Loresho,Villa,2,2,1367,21,8.7,1,0,0,0,2,17189000.0
Upperhill,Townhouse,2,2,861,24,6.0,1,0,0,1,2,14216000.0
Umoja,Apartment,3,2,895,11,18.6,1,0,0,0,3,4626000.0
South B,Bungalow,1,1,709,13,17.8,1,1,0,1,4,6760000.0
Ruaka,Townhouse,3,3,969,3,21.0,1,0,0,1,5,8338000.0
Ruaka,Apartment,4,3,1062,14,12.7,1,0,0,1,3,9615000.0
Buruburu,Bungalow,2,1,977,27,19.6,1,0,0,1,2,6782000.0
Buruburu,Apartment,3,3,1203,17,21.4,1,0,0,1,3,8562000.0
Langata,Apartment,2,1,993,14,6.4,0,0,0,0,1,10079000.0
South B,Bungalow,1,1,820,2,16.5,1,0,0,0,2,6805000.0
Muthaiga,Townhouse,3,2,1066,1,0.5,1,0,1,1,5,32519000.0
Karen,Apartment,5,5,1626,5,4.0,0,0,0,1,1,42515000.0
Roysambu,Townhouse,3,3,1272,0,20.5,1,0,0,1,4,8567000.0
Roysambu,Apartment,3,2,915,6,11.8,1,0,0,1,3,6348000.0
Spring Valley,Villa,4,4,1685,25,8.6,0,0,0,1,3,26772000.0
Kasarani,Bungalow,3,2,1563,6,15.8,1,1,0,1,3,8845000.0
Thika Road,Townhouse,1,1,496,4,15.7,1,0,0,1,3,3629000.0
Kikuyu,Apartment,4,3,1279,28,18.8,0,0,0,0,5,5988000.0
Westlands,Apartment,2,2,834,16,11.3,1,0,0,0,4,13195000.0
Westlands,Townhouse,2,1,938,11,4.1,1,0,0,1,3,16205000.0
Spring Valley,Apartment,5,4,1380,18,0.5,1,0,1,0,1,25903000.0
Ruiru,Apartment,4,4,1105,14,21.9,1,0,0,0,1,4716000.0
Rongai,Villa,4,4,1528,23,18.1,0,1,0,1,3,9441000.0
Loresho,Townhouse,2,1,1265,19,15.4,1,0,0,1,2,16927000.0
Langata,Townhouse,3,3,852,25,9.7,1,0,0,0,1,8112000.0
Upperhill,Townhouse,3,2,707,19,5.5,1,0,1,1,2,11466000.0
Langata,Apartment,4,3,1209,4,12.2,1,0,0,1,4,15100000.0
Athi River,Townhouse,2,2,805,26,31.2,1,0,0,1,5,3116000.0
Langata,Maisonette,2,1,965,13,16.0,1,1,0,1,4,8636000.0
Umoja,Apartment,2,2,744,7,22.3,1,0,0,0,4,3906000.0
Ruaka,Bungalow,3,3,1241,12,20.8,1,0,0,1,2,9994000.0
Nyayo Estate,Villa,5,5,2049,2,6.1,1,1,0,1,1,22047000.0
Athi River,Apartment,2,1,838,18,22.7,1,0,0,0,4,3413000.0
Runda,Apartment,3,3,1077,29,9.8,0,0,1,1,3,27287000.0
South C,Apartment,3,2,1135,2,12.3,0,0,0,1,3,12215000.0
Upperhill,Townhouse,6,5,2186,29,5.8,0,0,1,1,3,38522000.0
Spring Valley,Bungalow,3,2,1139,10,4.4,1,0,0,1,1,20380000.0
Loresho,Apartment,3,3,1401,0,4.6,1,0,0,1,1,26276000.0
Nyayo Estate,Maisonette,2,1,778,20,12.9,1,1,0,0,4,7335000.0
South B,Apartment,1,1,641,12,10.4,0,0,0,1,2,6168000.0
Westlands,Townhouse,5,4,1560,16,12.6,1,0,0,0,2,25254000.0
Runda,Townhouse,4,3,1299,27,2.7,1,0,0,1,3,31376000.0
Westlands,Apartment,2,2,774,12,8.9,0,0,1,0,5,14802000.0
Muthaiga,Apartment,3,2,972,28,12.1,1,0,0,1,5,20428000.0
Kahawa,Apartment,1,1,516,9,14.7,1,0,0,1,3,2720000.0
Ngong Road,Townhouse,1,1,541,6,12.2,0,0,0,1,4,6506000.0
Thika Road,Townhouse,1,1,529,0,14.8,0,0,0,0,2,3043000.0
Thika Road,Townhouse,4,3,1432,19,18.0,1,0,0,1,3,9077000.0
South C,Apartment,5,5,1421,9,14.6,1,0,0,1,1,16487000.0
Dagoretti,Apartment,3,2,1158,13,16.1,0,0,0,0,1,7816000.0
Donholm,Villa,5,4,2123,10,12.7,1,1,0,0,4,14473000.0
Nyayo Estate,Apartment,2,2,819,5,12.7,1,0,0,1,3,8868000.0
Ngong Road,Maisonette,1,1,668,8,11.3,1,1,0,1,1,7359000.0
Embakasi,Apartment,6,5,1788,18,24.6,1,0,0,1,2,10285000.0
Westlands,Townhouse,2,1,836,26,9.9,1,0,0,1,1,12908000.0
Loresho,Apartment,1,1,425,6,3.6,1,0,0,0,1,6193000.0
Kileleshwa,Apartment,2,2,601,5,1.8,0,0,0,0,3,9341000.0
Muthaiga,Apartment,4,3,1288,23,6.5,1,0,0,1,3,30562000.0
Kitisuru,Apartment,5,5,1117,20,6.9,1,0,0,1,5,24620000.0
Rongai,Townhouse,4,4,1347,8,22.3,1,0,0,1,2,7958000.0
Rongai,Bungalow,5,5,1891,21,24.7,1,1,0,1,5,13199000.0
Buruburu,Apartment,2,1,701,1,16.7,0,0,0,1,2,6139000.0
Loresho,Bungalow,5,5,2407,9,8.8,1,0,0,1,5,38186000.0
Kilimani,Townhouse,1,1,529,8,3.8,0,0,0,1,2,9031000.0
Runda,Apartment,3,3,1276,29,9.0,1,0,0,0,4,27395000.0
Lavington,Villa,4,4,1648,27,0.5,1,0,1,1,2,33722000.0
Kahawa,Apartment,4,4,1594,16,36.5,1,0,0,1,5,6469000.0
Ruiru,Bungalow,1,1,731,11,33.1,1,1,0,1,2,3038000.0
Runda,Apartment,3,3,1141,11,0.5,0,0,0,1,4,37018000.0
Kitisuru,Bungalow,3,3,1720,5,9.8,0,1,0,0,5,36853000.0
Lavington,Apartment,1,1,623,25,0.5,1,0,0,0,3,10713000.0
Ruiru,Apartment,4,4,1450,9,19.9,0,0,0,1,5,7272000.0
Langata,Villa,2,1,860,29,8.8,1,0,0,1,5,10069000.0
Umoja,Townhouse,4,4,1571,6,28.2,1,0,0,1,2,8640000.0
Langata,Apartment,2,2,683,11,9.2,1,0,0,0,5,8146000.0
Buruburu,Apartment,3,3,1111,17,15.6,1,0,0,1,3,7826000.0
Embakasi,Apartment,2,2,847,18,18.2,1,0,0,0,1,4061000.0
Ruaka,Maisonette,1,1,687,14,17.7,1,0,0,1,3,5648000.0
Ruiru,Bungalow,2,2,1266,3,16.9,1,0,0,0,3,7642000.0
Spring Valley,Apartment,4,4,1361,18,8.2,0,0,0,1,1,20402000.0
Spring Valley,Villa,2,1,882,10,9.6,1,1,1,0,1,17552000.0
Athi River,Apartment,3,3,1251,2,28.1,1,0,0,0,4,5334000.0
Loresho,Apartment,2,2,894,18,9.0,0,0,0,1,5,12174000.0
Thika Road,Apartment,4,3,1173,5,14.6,1,0,0,0,3,7073000.0
Embakasi,Apartment,4,4,1480,2,24.2,1,0,0,1,2,9798000.0
Runda,Apartment,5,5,1472,29,0.5,0,0,0,0,3,28557000.0
Spring Valley,Villa,2,2,1347,24,9.7,1,0,0,1,5,24632000.0
Kasarani,Apartment,2,2,760,16,22.9,1,0,0,0,1,4107000.0
Kilimani,Apartment,3,3,1109,15,6.8,1,0,0,1,4,20837000.0
Roysambu,Townhouse,4,4,1622,12,13.2,1,0,0,1,3,10456000.0
Dagoretti,Bungalow,3,3,1388,13,13.9,1,1,0,1,4,12793000.0
Kahawa,Apartment,2,1,744,3,22.3,1,0,0,1,3,3288000.0
Loresho,Maisonette,4,4,1527,6,11.2,0,1,0,0,3,25466000.0
Thika Road,Apartment,3,3,769,17,20.4,0,0,0,1,5,4542000.0
Nyayo Estate,Apartment,1,1,311,13,8.7,1,0,0,1,5,3736000.0
Lavington,Apartment,5,4,1574,22,15.3,1,0,0,1,1,28890000.0
Ruiru,Apartment,4,4,1321,0,21.4,1,0,0,1,3,6577000.0
Umoja,Apartment,2,1,676,20,19.7,1,0,0,1,1,3158000.0
Kasarani,Apartment,2,2,681,21,19.5,1,0,0,1,2,3587000.0
Westlands,Villa,3,2,1277,0,3.3,1,0,1,0,3,25979000.0
Kahawa,Maisonette,5,5,1399,24,24.7,0,1,0,1,5,7586000.0
South C,Apartment,5,5,1386,12,8.7,1,0,0,1,3,13984000.0
Umoja,Apartment,2,2,719,22,15.2,1,0,0,1,2,4086000.0
Runda,Townhouse,4,4,1491,8,3.1,0,0,0,0,3,31992000.0
Embakasi,Apartment,2,2,846,15,24.7,0,0,0,0,2,4264000.0
Nyayo Estate,Maisonette,3,2,1201,26,10.2,0,0,0,1,1,12071000.0
Langata,Apartment,3,2,1199,24,7.6,0,0,0,1,1,12694000.0
Umoja,Apartment,3,3,1006,15,30.7,1,0,0,1,5,5692000.0
Ruaka,Townhouse,2,2,916,7,15.3,1,0,0,0,5,8582000.0
Rongai,Maisonette,2,2,864,26,21.4,1,1,0,1,5,5195000.0
Upperhill,Apartment,2,1,858,10,9.6,1,0,0,1,5,15132000.0
Spring Valley,Maisonette,3,3,1303,25,2.0,1,1,0,1,1,23306000.0
Thika Road,Villa,2,2,1055,26,27.7,1,1,0,1,1,6084000.0
Kasarani,Maisonette,2,1,943,19,16.1,0,1,0,1,1,5224000.0
Embakasi,Apartment,2,2,839,14,20.9,0,0,0,0,5,4421000.0
South B,Maisonette,3,3,1199,18,14.7,1,1,0,0,1,9971000.0
South C,Townhouse,4,4,1411,6,18.6,1,0,0,1,3,11612000.0
Ruiru,Villa,4,3,1712,20,26.1,1,0,0,1,3,8264000.0
Kileleshwa,Townhouse,3,3,1212,14,1.1,1,0,0,1,4,20961000.0
Umoja,Maisonette,2,2,878,23,20.5,0,1,0,1,1,4884000.0
Kileleshwa,Apartment,2,2,878,27,5.1,0,0,0,1,4,12004000.0
Lavington,Townhouse,2,2,911,2,11.3,1,0,0,1,5,20033000.0
Ruaka,Villa,4,3,1838,8,10.8,1,0,0,1,2,15573000.0
Langata,Townhouse,2,2,845,9,27.2,1,0,0,0,3,8138000.0
Lavington,Maisonette,5,5,2400,15,15.8,1,0,0,1,2,39489000.0
Kahawa,Townhouse,4,3,1533,4,20.8,0,0,0,1,5,8512000.0
Kilimani,Apartment,4,4,934,29,3.3,1,0,0,1,3,15457000.0
Roysambu,Apartment,5,5,1522,0,12.2,1,0,0,1,4,12448000.0
Rongai,Apartment,3,3,1232,2,29.1,1,0,0,1,3,6436000.0
Dagoretti,Bungalow,2,1,977,29,16.7,1,1,0,1,2,6584000.0
Langata,Bungalow,3,2,1403,0,1.6,1,1,0,0,2,15642000.0
Muthaiga,Bungalow,1,1,656,20,8.1,1,1,0,1,1,14700000.0
Westlands,Apartment,3,3,946,4,1.9,1,0,0,1,5,19572000.0
South C,Apartment,1,1,463,25,0.7,0,0,0,1,4,4569000.0
Westlands,Apartment,3,3,1160,29,4.3,1,0,0,1,3,19365000.0
Athi River,Apartment,2,1,930,14,24.9,1,0,0,1,3,4307000.0
Ruaka,Bungalow,1,1,930,18,10.6,0,1,0,1,3,7594000.0
Loresho,Villa,4,4,1630,24,9.6,1,1,0,1,1,24719000.0
Kilimani,Maisonette,2,1,643,19,2.1,0,1,1,0,3,12841000.0
South B,Apartment,4,3,1081,16,26.1,1,0,0,1,2,8173000.0
Ruiru,Maisonette,5,5,1548,22,19.4,1,1,0,1,1,7558000.0
Kahawa,Villa,3,3,2093,2,32.5,1,1,0,1,3,12252000.0
Lavington,Maisonette,5,4,2142,3,7.2,0,1,1,1,4,44853000.0
Loresho,Bungalow,1,1,734,24,16.5,1,1,0,1,5,10737000.0
Kileleshwa,Apartment,4,4,1410,23,7.7,1,0,0,1,4,20745000.0
Donholm,Bungalow,2,1,1138,21,8.0,1,1,0,1,4,8134000.0
Upperhill,Maisonette,3,2,1095,18,15.9,1,0,1,1,3,19402000.0
Ngong Road,Apartment,2,2,906,9,15.4,1,0,0,1,2,9381000.0
Kikuyu,Apartment,3,3,1148,12,18.4,0,0,0,0,1,5743000.0
South B,Maisonette,3,3,1265,19,14.6,1,0,0,0,5,12403000.0
Kasarani,Maisonette,2,1,1160,23,17.4,0,0,0,0,1,5292000.0
Karen,Apartment,6,6,1289,19,3.4,1,0,1,1,4,31366000.0
Kitisuru,Bungalow,4,3,1751,10,8.7,1,0,0,1,1,33669000.0
Embakasi,Apartment,5,5,1778,27,15.9,1,0,0,1,5,11991000.0
Kilimani,Maisonette,2,2,1018,18,1.9,0,1,0,0,2,17503000.0
Rongai,Townhouse,5,4,2013,7,16.9,0,0,0,1,4,12586000.0
Muthaiga,Apartment,3,2,1443,6,2.1,1,0,0,0,2,34389000.0
Kileleshwa,Townhouse,4,4,1775,19,9.6,1,0,0,1,5,32116000.0
Thika Road,Maisonette,3,3,1326,24,28.7,0,0,0,1,4,7914000.0
Kahawa,Apartment,3,3,1035,15,28.2,1,0,0,1,3,4325000.0
South C,Apartment,4,4,1095,21,17.5,1,0,0,1,1,9674000.0
Ruaka,Townhouse,2,1,579,4,19.4,0,0,0,1,5,5172000.0
Lavington,Townhouse,2,1,1049,2,7.1,1,0,0,0,2,19108000.0
Nyayo Estate,Apartment,3,2,742,14,18.8,1,0,0,0,3,6463000.0
Athi River,Apartment,2,1,877,15,23.4,1,0,0,0,1,3190000.0
Thika Road,Villa,3,2,1311,20,24.6,0,1,0,0,1,7106000.0
Kasarani,Villa,2,1,1281,5,20.3,1,0,0,1,3,7412000.0
Kileleshwa,Villa,3,2,1483,21,1.0,1,1,0,1,3,27004000.0
Kilimani,Apartment,3,2,640,10,9.6,1,0,1,0,5,10772000.0
Nyayo Estate,Townhouse,2,2,663,4,8.5,1,0,0,1,3,6428000.0
South C,Townhouse,6,6,1914,11,29.5,1,0,0,0,5,17579000.0
Rongai,Apartment,3,2,884,11,20.6,1,0,0,0,1,4179000.0
Buruburu,Maisonette,3,3,1128,21,15.6,0,0,0,0,3,7420000.0
Kilimani,Apartment,4,4,1161,3,8.8,1,0,1,1,3,25894000.0
Umoja,Apartment,3,3,1062,7,19.1,0,0,0,0,3,5616000.0
Embakasi,Apartment,6,6,1756,10,20.1,1,0,0,1,4,11608000.0
Muthaiga,Apartment,2,1,899,28,3.5,1,0,0,1,1,18676000.0
Westlands,Maisonette,2,1,744,6,9.5,1,0,0,1,5,14872000.0
Embakasi,Maisonette,5,4,1956,6,25.8,1,0,0,1,4,13116000.0
Kileleshwa,Bungalow,1,1,501,11,21.0,1,1,0,0,5,5957000.0
Embakasi,Apartment,3,2,1028,1,25.3,0,0,0,1,2,6255000.0
Umoja,Apartment,2,1,941,25,20.2,0,0,0,1,3,4844000.0
Kilimani,Apartment,1,1,544,23,13.4,0,0,1,1,5,8759000.0
Kileleshwa,Apartment,2,2,1047,8,16.3,1,0,0,1,1,13918000.0
Upperhill,Apartment,1,1,511,28,8.8,1,0,1,1,1,9032000.0
Upperhill,Apartment,2,1,787,15,4.2,1,0,0,1,1,13472000.0
Dagoretti,Townhouse,2,1,915,8,18.1,0,0,0,0,2,7639000.0
Westlands,Apartment,5,5,1501,11,14.1,1,0,1,1,3,28050000.0
Donholm,Maisonette,2,2,824,29,20.3,1,0,0,1,3,5416000.0
Roysambu,Apartment,6,6,2311,1,20.9,0,0,0,1,1,17979000.0
Langata,Villa,4,3,1020,16,17.3,1,1,0,1,3,11412000.0
Runda,Maisonette,4,4,1002,19,1.9,1,0,1,0,2,22358000.0
Lavington,Apartment,2,1,878,21,8.5,1,0,0,1,4,11408000.0
Kileleshwa,Apartment,1,1,473,3,3.5,1,0,0,1,2,7789000.0
Donholm,Apartment,3,2,1173,3,14.8,1,0,0,1,3,10301000.0
Runda,Apartment,2,2,872,1,0.5,1,0,1,0,3,22028000.0
Upperhill,Bungalow,4,4,2265,7,13.5,1,1,0,1,3,40705000.0
Kileleshwa,Townhouse,2,1,794,18,17.1,1,0,0,0,1,8849000.0
Ruiru,Maisonette,2,1,730,19,26.0,0,1,0,0,4,3291000.0
Kitisuru,Apartment,3,2,947,2,5.4,1,0,0,1,4,25158000.0
Dagoretti,Apartment,3,3,1064,28,14.9,0,0,0,0,1,7324000.0
Upperhill,Townhouse,1,1,465,20,9.7,0,0,0,1,2,6084000.0
Nyayo Estate,Apartment,3,3,1317,24,22.2,1,0,0,1,4,11337000.0
Ruaka,Apartment,2,2,848,28,6.8,1,0,0,1,2,6822000.0
Umoja,Maisonette,4,4,1601,27,17.6,1,1,0,1,4,8749000.0
Karen,Apartment,3,3,1171,24,0.5,1,0,0,1,5,28312000.0
South B,Apartment,3,2,1024,14,14.4,0,0,0,1,3,9718000.0
Lavington,Bungalow,4,4,1919,7,9.1,0,0,0,1,5,37096000.0
Dagoretti,Apartment,2,1,772,10,21.8,0,0,0,0,1,5323000.0
Athi River,Villa,3,3,1806,26,24.5,1,0,0,1,2,7197000.0
South C,Apartment,5,5,1180,22,9.5,1,0,0,1,5,11399000.0
Donholm,Apartment,2,1,954,0,17.2,1,0,0,1,1,7298000.0
Nyayo Estate,Apartment,2,1,699,17,18.8,1,0,0,1,1,5252000.0
Lavington,Villa,1,1,933,7,9.0,0,0,1,1,3,20741000.0
Athi River,Apartment,3,3,917,22,38.0,1,0,0,0,3,3075000.0
Kitisuru,Apartment,1,1,660,27,0.5,0,0,0,0,2,10086000.0
Kilimani,Villa,2,1,1101,15,1.9,1,0,1,0,1,17736000.0
Athi River,Apartment,3,3,1009,15,26.0,0,0,0,1,2,4373000.0
Kikuyu,Townhouse,3,3,968,26,25.8,1,0,0,0,3,3720000.0
Nyayo Estate,Apartment,2,2,802,3,10.0,1,0,0,1,2,6177000.0
Runda,Apartment,4,3,1040,9,3.7,0,0,0,0,2,23423000.0
Langata,Apartment,2,1,942,0,15.9,1,0,0,1,3,10713000.0
Ruaka,Apartment,2,1,851,1,11.8,1,0,0,1,5,9236000.0
South B,Bungalow,5,5,2446,16,15.9,1,1,0,1,1,20525000.0
Ruaka,Apartment,3,3,759,12,11.0,1,0,0,1,3,6556000.0
Kitisuru,Maisonette,3,3,1189,6,6.5,1,1,0,0,5,26949000.0
Rongai,Apartment,2,2,825,25,23.4,1,0,0,1,5,3479000.0
Dagoretti,Townhouse,2,1,949,23,16.8,1,0,0,0,4,6682000.0
Kahawa,Apartment,3,2,1030,20,25.9,0,0,0,1,4,4126000.0
Upperhill,Maisonette,2,1,818,3,3.2,1,1,0,1,1,16136000.0
Kasarani,Apartment,3,3,995,19,16.7,1,0,0,1,1,5438000.0
Westlands,Apartment,1,1,434,14,20.4,1,0,0,0,1,6705000.0
Nyayo Estate,Apartment,2,2,740,12,17.1,1,0,0,1,3,7559000.0
Umoja,Maisonette,3,2,1238,9,27.5,1,0,0,0,3,6472000.0
Spring Valley,Apartment,5,4,1556,1,5.8,1,0,0,1,2,26021000.0
Ruaka,Villa,4,3,2300,28,3.3,1,1,0,1,1,20029000.0
Kasarani,Maisonette,2,1,1029,19,24.3,1,1,0,1,1,4876000.0
Loresho,Apartment,3,3,1179,15,9.6,1,0,0,0,1,14896000.0
Upperhill,Apartment,2,1,881,24,11.7,1,0,1,1,1,13141000.0
Kitisuru,Maisonette,2,2,767,8,8.3,1,0,0,0,1,13368000.0
Loresho,Apartment,2,2,771,11,2.6,0,0,0,0,2,9866000.0
Langata,Villa,1,1,796,14,12.8,0,1,0,1,4,7922000.0
Ngong Road,Apartment,2,1,839,23,15.3,1,0,0,1,1,9373000.0
Runda,Bungalow,2,1,1122,7,0.5,1,1,0,1,2,32339000.0
Kitisuru,Apartment,5,5,1543,24,9.3,1,0,1,1,5,42644000.0
Ruaka,Apartment,4,4,943,8,9.9,1,0,0,1,3,8942000.0
Spring Valley,Townhouse,2,2,881,14,2.3,1,0,0,1,5,15979000.0
Nyayo Estate,Apartment,3,2,1021,24,8.2,0,0,0,0,3,7864000.0
Kilimani,Villa,3,2,1953,23,11.1,1,0,1,0,5,33273000.0
Loresho,Apartment,2,2,1053,13,7.4,1,0,0,1,1,15627000.0
Muthaiga,Apartment,2,2,807,9,19.3,0,0,1,0,1,17457000.0
Spring Valley,Maisonette,4,3,1637,24,6.0,1,1,1,1,1,30010000.0
South B,Apartment,3,3,1090,19,7.9,1,0,0,1,1,8705000.0
Umoja,Townhouse,4,3,1547,23,23.0,1,0,0,1,3,7346000.0
Athi River,Bungalow,3,3,1486,14,25.4,0,1,0,1,1,6279000.0
Kikuyu,Apartment,5,4,1683,16,26.0,1,0,0,1,1,9233000.0
South B,Apartment,1,1,450,24,10.7,1,0,0,1,3,4236000.0
Ruaka,Maisonette,3,3,1306,18,19.6,1,1,0,1,1,9337000.0
Kikuyu,Apartment,3,2,1037,23,15.4,1,0,0,0,4,5859000.0
Ngong Road,Bungalow,3,2,1479,12,18.5,1,1,0,1,4,17110000.0
Westlands,Apartment,2,1,929,27,7.9,1,0,0,1,5,13437000.0
Muthaiga,Apartment,2,2,1072,13,3.2,1,0,0,1,1,25923000.0
Kikuyu,Villa,3,3,1171,3,28.7,1,1,0,0,3,7033000.0
South B,Apartment,3,2,1294,18,12.8,1,0,0,1,2,12225000.0
South C,Bungalow,3,3,1342,23,17.3,1,1,0,1,3,14653000.0
Lavington,Apartment,3,3,1124,2,5.9,1,0,0,0,3,24906000.0
Westlands,Apartment,3,3,830,4,0.5,1,0,0,1,3,16513000.0
Spring Valley,Apartment,5,5,1316,28,10.2,1,0,0,1,3,21592000.0
Karen,Apartment,4,4,1018,17,4.3,1,0,0,1,1,19020000.0
Embakasi,Maisonette,3,3,1067,9,31.2,1,1,0,0,1,4868000.0
Kilimani,Apartment,3,2,1150,20,2.1,1,0,0,1,3,19685000.0
Rongai,Apartment,3,3,958,23,25.8,0,0,0,0,3,4248000.0
Kikuyu,Townhouse,3,3,1237,1,26.6,0,0,0,1,3,6659000.0
Upperhill,Apartment,1,1,681,9,4.0,1,0,0,1,3,11878000.0
Donholm,Townhouse,1,1,568,9,18.2,1,0,0,0,2,3045000.0
Runda,Apartment,3,2,1110,13,8.4,1,0,0,1,3,30367000.0
Athi River,Townhouse,6,6,1978,3,21.2,0,0,0,0,1,9392000.0
Dagoretti,Maisonette,3,2,1168,11,20.5,1,1,0,0,2,8720000.0
Dagoretti,Villa,3,2,1428,15,19.1,1,0,0,1,1,10701000.0
Ruiru,Townhouse,3,3,972,16,18.6,1,0,0,1,1,4819000.0
Kahawa,Apartment,2,1,754,18,28.7,1,0,0,1,3,2998000.0
Runda,Apartment,3,2,985,23,0.7,0,0,0,1,4,24272000.0
Umoja,Apartment,5,5,1695,15,23.2,0,0,0,0,4,10183000.0
Lavington,Apartment,1,1,530,7,0.5,1,0,1,1,1,12394000.0
